sentence_id,Personne,sentence
1281400,Sentiment humain,"»141 
Au temps des Lumières, les sociétés «  découvrent l’individu, et avec lui, l’enfance, la 
tendresse et l’émotion dans les rapports familiaux, et avec autant de cœur la vieillesse et les 
vieillards."
1040088,Individu ou sujet,"Le changement d’appellation du dossier médical personne l (d’abord 
baptisé « dossier partagé », rebaptisé « dossier personnal isé » avant de recevoir son acception 
actuelle) atteste que, dans les faits, l’éventail des prérogatives laissées au patient a donné  lieu 
à des appréciations diverses de la part des protagonistes du proj et.3 
Schématiquement, on peut considérer que le DMP a fait l’objet de deux conceptions 
différentes : tantôt il a été perçu comme instrument au service des professionne ls de santé 
dans l’intérêt du malade et de la société ; tantôt il a été appréhendé comme un outil au service 
de patients dont  la qualité de la prise en charge pâtit trop souve nt d’une  mauvaise 
coordi nation entre soignants."
1360649,Personne relationnelle,"110 « En cas de diagnostic ou de pronostic graves, le secret médical ne s'oppose pas à ce que la fam ille, les 
proches de la personne malade ou la personne de confiance (…) reçoivent les informations nécessaires destinées à leur permettre d'apporter un soutien direct à celle -ci, sauf opposition de sa part « (article L 1110 -4 alinéa 
6 du Code de la santé pu blique)."
1140256,Personne responsable et autonome,"Le  fait  de  
14   Avis n°87, CCNE « Refus de soin et autonomie de la personne  »."
970201,Genre/espèce humaine,"Il s’agit de ne pas transformer 
un être humain en un être enfermé dans son statut g énétique, avec le risque 
de sacralisation du gène que cela comporte."
1210498,Personne responsable et autonome,"La mort surviendra plus tôt, elle sera provoquée du fait de 
la décision d’arrêt des traitements jugés déraisonnables par la personne , décision que le 
médecin est tenu de respecter, et non de la décision du médecin."
680159,Genre/espèce humaine,L’eugénisme est d’une nature très différente : il vise un groupe humain.
760019,Personne responsable et autonome,"Cette spécificité de l'information a conduit le législateur à toujours demander
le recueil du consentement de la personne chez laquelle un test génétique est pratiqué, afin
qu'elle en saisisse les enjeux et que soit respecté, le cas échéant, son droit de ne pas

savoir."
1110126,Corps humain,"Le fait de conserver et d’exposer des vestiges d’humains issus de «  chasses à tête  » que nous 
considérons aujour d’hui comme condamnables  pose davantage de  problèmes éthiques."
1280975,Personne à protéger,"- Elle devrait permettre une meilleure coordination des décideurs et des acteurs (analyse 
concertée des besoins, des conventions, des contrats p luriannuels d’objectifs et de 
moyens…)  
 
La loi du 11 février 2005 introduit la prestation de compensation du handicap (PCH), amenée 
à remplacer progressivement l’allocation compensatrice tierce -personne (ACTP)."
1400192,Personne à protéger,"Ces difficultés d’accès ont davantage touché les personnes vulnérables en raison de 
leurs problèm es de santé et de leur situation économique 39."
1360375,Personne relationnelle,"Être personne de confiance, nécessite sans doute de se 
retirer psychologiquement, émotionnellement, des difficultés auxquelles la personne malade est confrontée, po ur être le plus objectif possible."
720350,Corps humain,"En attendant, le dpi est régi par la réglementation concernant la génétique humaine."
1270247,Personne à protéger,"61126 du code de la santé publique, d’une part « à faciliter l’accès aux soins » des 
personnes en situation de précarité, et d’autre par t, «  à les accompagner dans les 
démarches nécessaires à la reconnaissance de leurs droits »."
500232,Genre/espèce humaine,"La réponse à cette question dépend en grande partie de la manière dont est pensée la
capacité de procréer, dans son rapport avec la sexualité et, de manière plus globale, avec
une vision anthropologique, morale et juridique de la personne."
790014,Genre/espèce humaine,"Directive 2001/20/CE du Parlement Européen et du Conseil du 4 avril 2001 concernant le rapprochement des
dispositions législatives, réglementaires et administratives des Etats membres relatives à l'application de bonnes
pratiques cliniques dans la conduite d'essais cliniques de médicaments à usage humain."
920073,Personne à protéger,"Le CCNE avait alors exprimé un avis qui  pouvait se résumer à la dette de la 
société  visà-vis de cette personne lui conférant plus de droits sur la société par sa 
maladie que la société n’en avait sur elle."
1100164,Personne responsable et autonome,"Le transfert aux parents d’intention de la décision d’interruption médicale de grossesse, si  
elle s’explique par le fait que ce sont eux qui, in fine, doivent assumer la charge de l’enfant,  
fûtil lourdement handicapé, estil compatible avec le fait qu’avant la naissance, le fœtus  
n’est  pas  un  enfant  sur  lequel  s’exercerait  une  autorité  parentale,  et  qu’il  n’est  pas  
juridiquement distinct de la personne de la femme enceinte ?"
1120153,Genre/espèce humaine,"La lui dénier conduirait, au cas où l'interdit serait transgressé, à refuser par avance  à l'enfant 
qui en serait issu le statut d'être humain."
1320027,Personne responsable et autonome,"Pour toutes les autres situations de variations de développement sexuel, pour lesquelles 
la réalisation d’un acte médical et/ou chirurgical est discutée, la décision devrait être 
prise après concertation et délibération au sein de l’équipe pluridisciplinai re du Centre de 
référence avec le consentement des parents et de la personne concernée, dès lors que 
 
 
7 
 132 
celle -ci dispose d’un degré suffisant de maturité."
1200334,Personne à protéger,"Dans	  le	  cadre	  de	  la	  procédure	  actuelle	  concernant	  le	  dépistage	  de	  la	  trisomie	  21	  fœtale,	  et	  bien	   que	   dépistage	   et	   diagnostic	   soient	   proposés	   et	   non	   imposés	   aux	   femmes	   enceintes,	  on	  peut	  s’interroger	  sur	  la	  pression	  indirecte	  qui	  peut	  résulter	  du	  fait	  d’une	  perception	  collective	  négative	   de	   la	   trisomie	   21	   et	   plus	   généralement	   du	   handicap,	   ainsi	   que	  du	   défaut	   majeur	  d’accueil	  et	  d’accompagnement	  des	  personnes	  handicapées	  de	  la	  part	  de	  notre	  société 42,	  	  no-­‐tamment	  dans	  un	  contexte	  toujours	  plus	  fort	  de	  recherche	  des	  «	  économies	  de	  santé	  »."
1280776,Individu ou sujet,"De même l’idée selon laquelle l’essentiel des soins s’accumulerait sur les derniers mois de 
l’existence est en partie erronée  : « le dernier tiers de la vie d’une personne concentre certes, 
grosso modo , les deux tiers de sa dépense de sa nté ; mais la dernière année de vie n’en 
représente en moyenne que 7 %  »."
1280780,Personne à protéger,"Pour Hocman 72, l’allongement de la vie est – et va l’être encore davantage dans les années qui 
viennent – en fait, à l’origine d’une notable production de richesse, entre autres (mais pas 
exclusivement) par le biais du d éveloppement d’une économie de services à la personne."
20662,Personne relationnelle,"En cas de décès,
les personnes à charge devraient avoir droit à une indemnité matérielle appropriée."
940121,Personne à protéger,"Le plus souvent, il n’existe pas 
aujourd’hui en prison, de cellule aménagée pour rec evoir les personnes handicapées, et la 
prise en charge véritable du handicap demeure, dans  les fait, impossible, notamment dans les 
maisons d’arrêt, et pourtant, on fait comme si elle  était possible."
1120034,Corps humain,"La loi autorise la destruction des embryons humains qui ne sont pas transférés…
B. … mais interdit la recherche sur les cellules issues des embryons humains déjà détruits."
